Rank,Game,Release,genre1,genre2,genre3,Score
1290,MXGP 2019,27/08/2019,Sports,Racing,Multiplayer,7.7
1291,Exit the Gungeon,13/11/2020,Action,Dungeon Crawler,Roguelike,7.7
1292,Nights of Azure,29/03/2016,Action,RPG,JRPG,7.7
1293,flOw,29/11/2013,Simulation,Multiplayer,Single-player,7.7
1294,Gal*Gun: Double Peace,02/08/2016,Arcade,Shoot 'em up,Single-player,7.7
1295,Below,07/04/2020,Action,Adventure,Roguelike,7.7
1296,SENRAN KAGURA Burst Re:Newal,22/01/2019,Action,Single-player,,7.7
1297,Layers of Fear 2,28/05/2019,Adventure,Horror,Survival,7.7
1299,Rainbow Moon,16/02/2016,RPG,Strategy,Single-player,7.7
1300,Warhammer - End Times: Vermintide,04/10/2016,Action,Horror,Survival,7.7
1301,Escape Plan,03/12/2013,Puzzle,Single-player,,7.7
1302,Push Me Pull You,03/05/2016,Action,Multiplayer,Single-player,7.7
1303,Zanki Zero: Last Beginning,09/04/2019,RPG,Survival,Single-player,7.7
1304,Earth's Dawn,01/11/2016,Action,Single-player,,7.7
1305,Pang Adventures,19/04/2016,Action,Shoot 'em up,Coop,7.7
1306,Minecraft Legends,18/04/2023,Action,Strategy,Coop,7.7
1307,The Final Station,30/08/2016,Action,Adventure,Survival,7.7
1308,Brut@l,09/08/2016,Action,Hack and Slash,Roguelike,7.7
1309,Dreadnought,01/08/2017,Action,Simulation,Multiplayer,7.7
1310,Paperbound,31/03/2015,Action,Single-player,,7.7
1311,forma.8,28/02/2017,Action,Adventure,Metroidvania,7.7
1312,The Lost Bear,05/09/2017,Adventure,Single-player,,7.7
1313,Super Bomberman R,12/06/2018,Action,Puzzle,Coop,7.7
1314,Sword Art Online: Lost Song,17/11/2015,Action,RPG,JRPG,7.7
1315,Exist Archive: The Other Side of the Sky,18/10/2016,RPG,JRPG,Single-player,7.7
1316,Boundless,11/09/2018,Action,Adventure,MMORPG,7.7
1317,Root Letter,10/11/2016,Adventure,Visual novel,Single-player,7.7
1318,Nickelodeon Kart Racers 2: Grand Prix,06/10/2020,Arcade,Sports,Racing,7.7
1319,Life is Strange: Before the Storm,31/08/2017,Adventure,Single-player,,7.7
1320,Super Stardust Ultra VR,10/10/2016,Shoot 'em up,Multiplayer,Single-player,7.7
1321,God Wars: Future Past,20/06/2017,RPG,Single-player,,7.7
1322,Cobra Kai: The Karate Kid Saga Continues,27/10/2020,Action,Adventure,Arcade,7.7
1323,Snake Pass,28/03/2017,Adventure,Puzzle,Coop,7.7
1324,Badland: Game of the Year Edition,26/05/2015,Puzzle,Platformer,Coop,7.7
1325,Assetto Corsa: Ultimate Edition,20/04/2018,Simulation,Racing,Multiplayer,7.7
1326,Fat Princess Adventures,05/12/2015,Action,RPG,Multiplayer,7.7
1327,Alone With You,23/08/2016,Adventure,Single-player,,7.7
1328,Deponia,01/12/2016,Adventure,Point & Click,Single-player,7.7
1329,Assetto Corsa Competizione,07/07/2020,Simulation,Sports,Racing,7.7
1330,Romancing SaGa 2,15/12/2017,RPG,JRPG,Single-player,7.7
1331,ARK: Survival Evolved,29/08/2017,Action,Adventure,MMORPG,7.7
1332,WWE 2K19,09/10/2018,Simulation,Sports,Coop,7.7
1333,Metal Wolf Chaos XD,06/08/2019,Action,Single-player,Third-Person Shooter,7.7
1334,Joe Dever’s Lone Wolf Console Edition,16/03/2016,RPG,Multiplayer,Single-player,7.7
1335,Biped,08/04/2020,Action,Adventure,Casual,7.7
1336,Apex Construct,20/02/2018,Action,Adventure,Single-player,7.7
1337,Vostok Inc.,26/07/2017,Action,RPG,Shoot 'em up,7.7
1338,Citizens of Earth,20/01/2015,RPG,Single-player,,7.7
1339,NHL 18,15/09/2017,Sports,Multiplayer,Single-player,7.7
1340,Yonder: The Cloud Catcher Chronicles,18/07/2017,Action,Adventure,,7.7
1341,Laser League,10/05/2018,Sports,Coop,Local-coop,7.7
1342,Neverending Nightmares,03/05/2016,Adventure,Horror,Survival,7.7
1343,Rogue Aces,12/04/2018,Action,Roguelike,Shoot 'em up,7.7
1344,Spintires: MudRunner,31/10/2017,Simulation,Open World,Coop,7.7
1345,Evil West,22/11/2022,Action,Adventure,Coop,7.7
1346,How to Survive: Storm Warning Edition,04/11/2014,Action,RPG,Horror,7.7
1347,SIMULACRA,03/12/2019,Adventure,Simulation,Horror,7.7
1348,Hohokum,12/08/2014,Adventure,Puzzle,Cozy,7.7
1349,NBA 2K Playgrounds 2,16/10/2018,Sports,Coop,Local Multiplayer,7.7
1350,Deadlight: Director's Cut,21/06/2016,Action,Horror,Platformer,7.7
1351,The Spectrum Retreat,10/07/2018,Adventure,Puzzle,Platformer,7.7
1352,DriveClub VR,13/10/2016,Racing,Multiplayer,Single-player,7.7
1353,Farming Simulator 15,19/05/2015,Simulation,Open World,Coop,7.7
1354,L.A. Noire: The VR Case Files,24/09/2019,Action,Adventure,Single-player,7.7
1355,Tiny Trax,25/07/2017,Action,Racing,Single-player,7.7
1356,Let It Die,03/12/2016,Action,Hack and Slash,Survival,7.7
1357,Styx: Master of Shadows,07/10/2014,Action,Single-player,,7.7
1358,Mutant Football League,19/01/2018,Action,Sports,Coop,7.7
1359,How We Soar,29/11/2016,Simulation,Open World,,7.7
1360,Chernobylite,28/09/2021,Action,Adventure,RPG,7.7
1361,Dead by Daylight,20/06/2017,Action,Horror,Survival,7.7
1362,88 Heroes,24/03/2017,Platformer,Single-player,,7.7
1363,New Super Lucky's Tale,21/08/2020,Action,Adventure,Platformer,7.7
1364,Sherlock Holmes: Crimes and Punishments,30/09/2014,Adventure,Single-player,,7.7
1365,EA Sports UFC 3,02/02/2018,Sports,Multiplayer,,7.7
1366,1979 Revolution: Black Friday,31/07/2018,Adventure,Single-player,,7.7
1367,Riptide GP: Renegade,26/07/2016,Action,Simulation,Sports,7.7
1368,Nelke & The Legendary Alchemists: Ateliers of The New World,26/03/2019,RPG,Simulation,Single-player,7.7
1369,Assault Suit Leynos,14/07/2016,Action,Single-player,,7.7
1370,Tumble VR,10/10/2016,Puzzle,Simulation,Single-player,7.7
1371,Rocketbirds 2: Evolution,26/04/2016,Action,Adventure,Platformer,7.7
1372,RAGE 2,14/05/2019,Action,Adventure,Open World,7.7
1373,Dino Frontier,01/08/2017,Simulation,Strategy,Single-player,7.7
1374,WWE 2K17,11/10/2016,Sports,Fighting,Multiplayer,7.7
1375,Sniper Elite VR,08/07/2021,Action,Adventure,Military Shooter,7.7
1376,World War Z,16/04/2019,Action,Survival,Zombie,7.7
1377,RiMS Racing,24/08/2021,Simulation,Sports,Racing,7.7
1378,MotoGP 21,22/04/2021,Simulation,Sports,Racing,7.7
1379,Romance of the Three Kingdoms XIII,05/07/2016,Strategy,Single-player,,7.7
1380,Yooka-Laylee,11/04/2017,Adventure,Open World,Platformer,7.7
1381,Nom Nom Galaxy,12/05/2015,Action,Strategy,Coop,7.7
1382,Yesterday Origins,17/11/2016,Adventure,Puzzle,Point & Click,7.7
1383,The Little Acre,13/12/2016,Point & Click,Single-player,,7.6
1384,Megaton Rainfall,17/10/2017,Action,Single-player,,7.6
1385,TERA,08/03/2018,MMO,MMORPG,RPG,7.6
1386,Call of Duty: Vanguard,05/11/2021,Action,Military,Survival,7.6
1387,de Blob 2,27/02/2018,Puzzle,Platformer,Multiplayer,7.6
1388,Shadow of the Beast,17/05/2016,Action,Adventure,Platformer,7.6
1389,Railway Empire,30/01/2018,Simulation,Strategy,Single-player,7.6
1390,Neptunia x Senran Kagura: Ninja Wars,26/10/2021,Action,RPG,JRPG,7.6
1391,WRC 10 FIA World Rally Championship,07/09/2021,Simulation,Sports,Racing,7.6
1392,How to Survive 2,06/02/2017,Action,RPG,Open World,7.6
1393,RIDE 4,08/10/2020,Simulation,Sports,Racing,7.6
1394,ONE PIECE: Burning Blood,31/05/2016,Action,Fighting,Anime,7.6
1395,Beholder Complete Edition,16/01/2018,Adventure,Strategy,Single-player,7.6
1396,GreedFall,10/09/2019,Action,Adventure,RPG,7.6
1397,NHL 22,15/10/2021,Sports,Single-player,,7.6
1398,Monster Energy Supercross - The Official Videogame 2,08/02/2019,Simulation,Sports,Racing,7.6
1399,Extreme Exorcism,23/09/2015,Action,Adventure,Platformer,7.6
1400,Vambrace: Cold Soul,29/08/2019,Adventure,Roguelike,Single-player,7.6
1401,Rainbow Skies,26/06/2018,Action,RPG,Single-player,7.6
1402,Arslan: The Warriors of Legend,09/02/2016,Action,Anime,Coop,7.6
1403,Falcon Age,09/04/2019,Action,Adventure,Casual,7.6
1404,Die Young,10/03/2021,Horror,Open World,Survival,7.6
1405,Death's Gambit,14/08/2018,Action,Adventure,RPG,7.6
1406,Party Hard,26/04/2016,Action,Strategy,Stealth,7.6
1407,Chaos on Deponia,06/12/2017,Adventure,Point & Click,Single-player,7.6
1408,Wuppo,10/11/2017,Action,Adventure,RPG,7.6
1409,Aliens: Fireteam Elite,24/08/2021,Action,RPG,Horror,7.6
1410,The Complex,31/03/2020,Adventure,RPG,Single-player,7.6
1411,Need for Speed Heat,08/11/2019,Racing,Multiplayer,Single-player,7.6
1412,The Hong Kong Massacre,29/01/2019,Action,Shoot 'em up,Single-player,7.6
1413,Rebel Galaxy,05/01/2016,Simulation,Single-player,,7.6
1414,RIDE 2,14/02/2017,Racing,Multiplayer,Single-player,7.6
1415,MotoGP 17,11/07/2017,Simulation,Sports,Racing,7.6
1416,Mars Horizon,17/11/2020,Educational,Simulation,Strategy,7.6
1417,CounterSpy,19/08/2014,Action,Single-player,,7.6
1418,The Surge,16/05/2017,Action,RPG,Single-player,7.6
1419,Infinite Mini Golf,25/07/2017,Sports,Multiplayer,Single-player,7.6
1420,Marvel vs. Capcom: Infinite,19/09/2017,Fighting,Multiplayer,Single-player,7.6
1421,POSTAL Redux,05/03/2021,Action,Horror,Shoot 'em up,7.6
1422,CRSED: F.O.A.D. (ex Cuisine Royale),03/12/2019,MMO,Battle Royale,Open World,7.6
1423,Marvel's Avengers,04/09/2020,Action,Adventure,RPG,7.6
1424,Fallen Legion: Sins of an Empire,18/07/2017,RPG,Single-player,,7.6
1425,Valentino Rossi: The Game,18/10/2016,Racing,Multiplayer,Single-player,7.6
1426,Poison Control,13/04/2021,Action,RPG,Single-player,7.6
1427,Mafia III,07/10/2016,Action,Adventure,Open World,7.6
1428,Zombie Vikings,01/09/2015,Action,Adventure,Zombie,7.6
1429,Titan Attacks!,06/05/2014,Action,Shoot 'em up,Single-player,7.6
1430,The LEGO Movie 2 Videogame,26/02/2019,Action,Adventure,Coop,7.6
1431,Vampyr,05/06/2018,Action,RPG,Single-player,7.6
1432,Steep,02/12/2016,Sports,Open World,Multiplayer,7.6
1433,WARRIORS ALL-STARS,26/09/2017,Action,Hack and Slash,Single-player,7.6
1434,J-Stars Victory Vs+,30/06/2015,Fighting,Anime,Multiplayer,7.6
1435,Sniper Elite III,01/07/2014,Action,Military Shooter,Coop,7.6
1436,RIDE 3,30/11/2018,Simulation,Racing,Multiplayer,7.6
1437,Assassin's Creed Chronicles: China,21/04/2015,Action,Adventure,Platformer,7.6
1438,Crash Team Rumble,20/06/2023,MOBA,Strategy,Battle arena,7.6
1439,I Am The Hero,27/11/2018,Action,Adventure,RPG,7.6
1440,Secret of Mana,15/02/2018,Action,RPG,JRPG,7.6
1441,The Book of Unwritten Tales 2,18/09/2015,Adventure,Point & Click,Single-player,7.6
1442,The Golf Club 2,27/06/2017,Simulation,Sports,Multiplayer,7.6
1443,Dark Eclipse,25/09/2018,Battle arena,Multiplayer,Online Multiplayer,7.6
1444,Brawlhalla,17/10/2017,Action,Battle arena,Fighting,7.6
1445,Strike Suit Zero: Director’s Cut,08/04/2014,Action,Simulation,Single-player,7.6
1446,Foregone,05/10/2020,Action,Adventure,Hack and Slash,7.6
1447,Bound,16/08/2016,Platformer,Single-player,,7.6
1448,Zombi,18/08/2015,Horror,Survival,Zombie,7.6
1449,WRC 7 FIA World Rally Championship,26/09/2017,Racing,Multiplayer,Single-player,7.6
1450,Serial Cleaner,11/07/2017,Action,Stealth,Single-player,7.6
1451,Monster Jam Steel Titans 2,02/03/2021,Simulation,Racing,Multiplayer,7.6
1452,Battlewake,10/09/2019,Adventure,Simulation,Strategy,7.6
1453,Kingdom Come: Deliverance,13/02/2018,Action,RPG,Open World,7.6
1454,Kerbal Space Program Enhanced Edition,16/01/2018,Simulation,Single-player,,7.6
1455,Get Even,23/06/2017,Horror,Survival,Multiplayer,7.6
1456,Obduction,29/08/2017,Adventure,Puzzle,Single-player,7.6
1457,Unto The End,09/12/2020,Action,Adventure,Single-player,7.6
1458,Deadpool,18/11/2015,Action,Beat 'em up,Hack and Slash,7.6
1459,Whispering Willows,30/06/2015,Adventure,Puzzle,Horror,7.6
1460,Madden NFL 19,10/08/2018,Sports,Multiplayer,Single-player,7.6
1461,Pathfinder: Kingmaker - Definitive Edition,18/08/2020,Adventure,RPG,Strategy,7.6
1462,We Were Here,09/02/2021,Puzzle,Horror,Coop,7.6
1463,Scram Kitty DX,10/03/2015,Action,Shoot 'em up,Single-player,7.6
1464,Saint Seiya: Soldiers' Soul,06/10/2015,Fighting,Anime,Multiplayer,7.6
1465,Battlefield 2042,19/11/2021,Action,Adventure,RPG,7.6
1466,Olympic Games Tokyo 2020 – The Official Video Game,22/06/2021,Arcade,Party,Sports,7.6
1467,Nano Assault NEO-X,11/11/2014,Shoot 'em up,Coop,Local-coop,7.6
1468,Vikings: Wolves of Midgard,28/03/2017,Action,RPG,Coop,7.6
1469,Curses 'N Chaos,18/08/2015,Battle arena,Beat 'em up,Coop,7.6
1470,Human Fall Flat,09/05/2017,Adventure,Puzzle,Open World,7.6
1471,Everybody's Gone to the Rapture,11/08/2015,Adventure,Single-player,,7.6
1472,Late Shift,18/04/2017,Adventure,Single-player,,7.6
1473,Slain: Back from Hell,20/09/2016,Action,Adventure,Platformer,7.5
1474,Crossout,30/05/2017,Action,Multiplayer,Single-player,7.5
1475,Raji: An Ancient Epic,15/10/2020,Action,Adventure,Single-player,7.5
1476,Gang Beasts,12/12/2017,Action,Adventure,Party,7.5
1477,CRYSTAR,27/08/2019,Action,RPG,JRPG,7.5
1478,Blue Fire,23/07/2021,Action,Adventure,Platformer,7.5
1479,Blue Reflection,26/09/2017,RPG,JRPG,Single-player,7.5
1480,Infliction: Extended Cut,25/02/2020,Action,Adventure,Single-player,7.5
1481,Metal Max Xeno,25/09/2018,RPG,JRPG,Single-player,7.5
1482,The Deadly Tower of Monsters,19/01/2016,Shoot 'em up,Single-player,,7.5
1483,Dungeons 3,17/10/2017,Simulation,Strategy,Multiplayer,7.5
1484,Close to the Sun,29/10/2019,Adventure,Horror,Single-player,7.5
1485,The Raven Remastered,13/03/2018,Adventure,Puzzle,Point & Click,7.5
1486,Super Star Wars,17/11/2015,Platformer,Shoot 'em up,Single-player,7.5
1487,Earth Defense Force: Iron Rain,11/04/2019,Action,Coop,Local-coop,7.5
1488,2064: Read Only Memories,17/01/2017,Adventure,Point & Click,Single-player,7.5
1489,Maid of Sker,28/07/2020,Action,Adventure,Horror,7.5
1490,Agents of Mayhem,15/08/2017,Action,Adventure,Open World,7.5
1491,Tennis in the Face,09/12/2014,Action,Sports,Single-player,7.5
1492,Sniper Elite V2 Remastered,14/05/2019,Military,Military Shooter,Coop,7.5
1493,Ghost Blade HD,28/02/2017,Action,Shoot 'em up,Idle,7.5
1494,Gravel,27/02/2018,Sports,Racing,Multiplayer,7.5
1495,Frantics,06/03/2018,Party,Multiplayer,Single-player,7.5
1496,Sherlock Holmes: The Devil's Daughter,25/10/2016,Adventure,Single-player,,7.5
1497,Shiness: The Lightning Kingdom,18/04/2017,Action,Adventure,RPG,7.5
1498,Ninjin: Clash of Carrots,04/09/2018,Action,Adventure,Coop,7.5
1499,Beyond Eyes,08/09/2015,Adventure,Single-player,,7.5
1500,Hidden Through Time,12/03/2020,Casual,Puzzle,Cozy,7.5
1501,The Incredible Adventures of Van Helsing: Extended Edition,28/02/2017,Action,Adventure,RPG,7.5
1502,BIOMUTANT,25/05/2021,Action,Adventure,RPG,7.5
1503,West of Dead,08/06/2020,Action,Adventure,Arcade,7.5
1504,Warriors Orochi 4,16/10/2018,Action,Beat 'em up,Hack and Slash,7.5
1505,Steven Universe: Save the Light,31/10/2017,Action,Adventure,RPG,7.5
1506,Degrees of Separation,14/02/2019,Adventure,Puzzle,Platformer,7.5
1507,That's You!,04/07/2017,Party,Multiplayer,,7.5
1508,Super Motherload,15/11/2013,Adventure,Coop,Local-coop,7.5
1509,Foul Play,01/09/2015,Action,Adventure,Coop,7.5
1510,The Turing Test,24/01/2017,Puzzle,Strategy,Single-player,7.5
1511,The Sims 4,17/11/2017,Simulation,Single-player,,7.5
1512,The Exorcist: Legion VR,19/06/2018,Adventure,Horror,Single-player,7.5
1513,TT Isle of Man Ride on the Edge 2,19/03/2020,Simulation,Sports,Racing,7.5
1514,Full Mojo Rampage,28/06/2016,Action,RPG,Coop,7.5
1515,Aragami 2,17/09/2021,Action,Stealth,Coop,7.5
1516,The Sinking City,25/06/2019,Action,Adventure,Puzzle,7.5
1517,Crimsonland,15/07/2014,Shoot 'em up,Coop,Local-coop,7.5
1518,Resident Evil 6,29/03/2016,Action,Adventure,Horror,7.5
1519,Knowledge is Power,24/10/2017,Party,Word & Trivia,Coop,7.5
1520,Rogue Trooper Redux,17/10/2017,Adventure,Coop,Online Co-op,7.5
1521,Defiance 2050,10/07/2018,Adventure,MMO,Coop,7.5
1522,Masters of Anima,10/04/2018,Action,Adventure,RPG,7.5
1523,Punch Line,25/09/2018,Action,Adventure,Visual novel,7.5
1524,Deiland,03/03/2018,Adventure,RPG,Simulation,7.5
1525,Outriders,01/04/2021,Action,Adventure,RPG,7.5
1526,Lost Sphear,23/01/2018,RPG,JRPG,Single-player,7.5
1527,Rick and Morty: Virtual Rick-ality,10/04/2018,Adventure,Simulation,Single-player,7.5
1528,Erica,19/08/2019,Adventure,Single-player,,7.5
1529,MotoGP 14,04/11/2014,Racing,Multiplayer,Single-player,7.5
1530,H1Z1: Battle Royale,22/05/2018,Action,Adventure,MMO,7.5
1531,Croixleur Sigma,19/01/2016,Action,Hack and Slash,Multiplayer,7.5
1532,Worms Battlegrounds,03/06/2014,Strategy,Multiplayer,Single-player,7.5
1533,The Darwin Project,14/01/2020,Survival,Multiplayer,Online Multiplayer,7.5
1534,Windlands,25/10/2016,Adventure,Open World,Single-player,7.5
1535,The Witch and the Hundred Knight: Revival Edition,04/03/2016,Action,RPG,JRPG,7.5
1536,Final Fantasy Crystal Chronicles: Remastered Edition,27/08/2020,Action,RPG,Coop,7.5
1537,Dusk Diver,29/10/2019,Action,RPG,Hack and Slash,7.5
1538,Mercenary Kings,01/04/2014,Shoot 'em up,Coop,Local-coop,7.5
1539,Stick it to The Man,06/05/2014,Action,Adventure,Single-player,7.5
1540,Omen of Sorrow,06/11/2018,Fighting,Horror,Local Multiplayer,7.5
1541,We Happy Few,10/08/2018,Action,Adventure,Single-player,7.5
1542,NBA Playgrounds,09/05/2017,Sports,Multiplayer,Single-player,7.5
1543,NASCAR Heat 2,12/09/2017,Racing,Multiplayer,Single-player,7.5
1544,Disney Infinity: Marvel Super Heroes - 2.0 Edition,23/09/2014,Action,Adventure,Open World,7.5
1545,TT Isle Of Man: Ride on the Edge,06/03/2018,Sports,Racing,Local Multiplayer,7.5
1546,Ancient Amuletor,27/06/2017,Action,Coop,Online Co-op,7.5
1547,Doom VFR,01/12/2017,Multiplayer,Single-player,First-Person Shooter,7.5
1548,Song of Memories,01/02/2019,Adventure,Casual,Visual novel,7.5
1549,Mordheim: City of the Damned,18/10/2016,RPG,Strategy,Multiplayer,7.5
1550,The Infectious Madness of Doctor Dekker,05/06/2018,Adventure,Simulation,Single-player,7.5
1551,NBA 2K21,04/09/2020,Simulation,Sports,Coop,7.5
1552,The Caligula Effect: Overdose,12/03/2019,RPG,JRPG,Single-player,7.5
1553,Friday the 13th: The Game,26/05/2017,Action,Horror,Survival,7.5
1554,The Long Reach,13/03/2018,Action,Adventure,Single-player,7.5
1555,DYNASTY WARRIORS: Godseekers,31/01/2017,RPG,Single-player,,7.5
1556,Tour de France 2015,23/06/2015,Simulation,Sports,Racing,7.5
1557,Capcom Arcade Stadium,25/05/2021,Action,Arcade,Fighting,7.5
1558,Road 96: Mile 0,04/04/2023,Action,Adventure,Single-player,7.4
1559,Ride,06/10/2015,Racing,Multiplayer,Single-player,7.4
1560,Aven Colony,25/07/2017,Strategy,City Building,Single-player,7.4
1561,Destiny,09/09/2014,Action,RPG,Coop,7.4
1562,Hatoful Boyfriend,21/07/2015,Adventure,Visual novel,Single-player,7.4
1563,Steel Rats,04/12/2018,Action,Arcade,Platformer,7.4
1564,Star Trek Online,06/09/2016,MMO,MMORPG,RPG,7.4
1565,Let Them Come,05/12/2017,Action,Shoot 'em up,Survival,7.4
1566,Spirit of the North,01/11/2019,Adventure,Puzzle,Single-player,7.4
1567,Darksiders III,27/11/2018,Action,Adventure,RPG,7.4
1568,AO Tennis 2,11/02/2020,Sports,Coop,Multiplayer,7.4
1569,Gal*Gun 2,24/04/2018,Action,Single-player,,7.4
1570,Big Rumble Boxing: Creed Champions,03/09/2021,Arcade,Sports,Beat 'em up,7.4
1571,Aegis of Earth: Protonovus Assault,15/03/2016,Strategy,City Building,Single-player,7.4
1572,Xenoraid,08/11/2016,Shoot 'em up,Coop,Local-coop,7.4
1573,Blair Witch,03/12/2019,Adventure,Single-player,,7.4
1574,Stories Untold,27/10/2020,Action,Adventure,Horror,7.4
1575,WWE 2K18,17/10/2017,Sports,Fighting,Multiplayer,7.4
1576,Pneuma: Breath of Life,07/07/2015,Adventure,Puzzle,Single-player,7.4
1577,MONARK,22/02/2022,RPG,JRPG,Turn-based strategy,7.4
1578,Stubbs the Zombie in Rebel Without a Pulse,16/03/2021,Action,Adventure,Coop,7.4
1579,ELEX II,01/03/2022,Action,Adventure,RPG,7.4
1580,Dynasty Warriors 8: Empires,24/02/2015,Action,Hack and Slash,Coop,7.4
1581,The Castle Game,04/08/2015,Strategy,Single-player,,7.4
1582,Armored Warfare,20/02/2018,Action,Simulation,Coop,7.4
1583,Touhou: Scarlet Curiousity,20/09/2016,RPG,JRPG,Single-player,7.4
1584,Touhou Double Focus,21/03/2017,Action,Adventure,Platformer,7.4
1585,Among the Sleep,10/12/2015,Action,Adventure,Horror,7.4
1586,PLAYERUNKNOWN'S BATTLEGROUNDS,07/12/2018,Action,Adventure,MMO,7.4
1587,Omega Quintet,28/04/2015,RPG,Simulation,Single-player,7.4
1588,Tiny Metal,03/01/2018,Strategy,Single-player,,7.4
1589,Outward,26/03/2019,Adventure,RPG,Simulation,7.4
1590,10 Second Ninja X,19/07/2016,Puzzle,Platformer,Single-player,7.4
1591,The Silver Case,18/04/2017,Adventure,Visual novel,Single-player,7.4
1592,Neverwinter Nights: Enhanced Edition,03/12/2019,Adventure,RPG,Coop,7.4
1593,Black the Fall,11/07/2017,Action,Adventure,,7.4
1594,Override: Mech City Brawl,04/12/2018,Action,Fighting,Coop,7.4
1595,Kandagawa Jet Girls,18/08/2020,Arcade,Racing,,7.4
1596,KickBeat: Special Edition,16/09/2014,Action,Rhythm,Multiplayer,7.4
1597,EVE: Valkyrie,13/10/2016,Action,Simulation,Coop,7.4
1598,Home Sweet Home,16/10/2018,Adventure,Horror,Survival,7.4
1599,Immortal Realms: Vampire Wars,28/08/2020,Action,RPG,Strategy,7.4
1600,Sniper Ghost Warrior Contracts,22/11/2019,Military Shooter,Multiplayer,Online Multiplayer,7.4
1601,Nights of Azure 2: Bride of the New Moon,24/10/2017,Action,RPG,Single-player,7.4
1602,Lichtspeer,27/09/2016,Action,Adventure,Coop,7.4
1603,Moons of Madness,24/03/2020,Adventure,Horror,Single-player,7.4
1604,Hot Wheels: Rift Rally,14/03/2023,Racing,Multiplayer,Single-player,7.4
1605,Pure Hold'em World Poker Championship,18/08/2015,Card,Simulation,Strategy,7.4
1606,The Order: 1886,20/02/2015,Action,Adventure,Single-player,7.4
1607,Blood Bowl 2,22/09/2015,Board,RPG,Sports,7.4
1608,Trine 3: The Artifacts of Power,22/12/2015,Action,Puzzle,RPG,7.4
1609,Tannenberg,24/07/2020,Action,Adventure,Simulation,7.4
1610,The Crew,02/12/2014,Open World,Racing,Coop,7.4
1611,AKIBA'S TRIP: Undead & Undressed,25/11/2014,Action,Adventure,RPG,7.4
1612,F1 2015,21/07/2015,Simulation,Sports,Racing,7.4
1613,Snakeybus,31/03/2020,Action,Single-player,,7.4
1614,Detached,24/07/2018,Simulation,Multiplayer,Single-player,7.4
1615,Tour de France 2016,16/06/2016,Simulation,Sports,Racing,7.4
1616,MXGP 3: The Official Motocross Videogame,20/06/2017,Simulation,Sports,Racing,7.4
1617,Ancestors: the Humankind Odyssey,06/12/2019,Action,Adventure,Open World,7.4
1618,MouseCraft,08/07/2014,Action,Adventure,Arcade,7.4
1619,UFC 4,14/08/2020,Action,Adventure,Sports,7.4
1620,Reus,11/10/2016,Simulation,Single-player,,7.4
1621,Chronos: Before the Ashes,01/12/2020,Action,Adventure,RPG,7.4
1622,AER: Memories of Old,25/10/2017,Adventure,Puzzle,Open World,7.4
1623,Shape of the World,05/06/2018,Adventure,Rhythm,Simulation,7.4
1624,SNK HEROINES ~Tag Team Frenzy~,07/09/2018,Fighting,Multiplayer,Single-player,7.4
1625,Immortal Legacy: The Jade Cipher,16/04/2019,Action,Adventure,Horror,7.4
1626,Naruto to Boruto: Shinobi Striker,31/08/2018,Action,Fighting,Anime,7.4
1627,Redeemer: Enhanced Edition,19/07/2019,Action,Beat 'em up,Coop,7.3
1628,The Witch and the Hundred Knight 2,27/03/2018,Action,RPG,Single-player,7.3
1629,Vampire: The Masquerade - Swansong,19/05/2022,RPG,Single-player,,7.3
1630,Stray Gods: The Roleplaying Musical,10/08/2023,Adventure,RPG,Visual novel,7.3
1631,Birthdays The Beginning,09/05/2017,Simulation,Open World,Single-player,7.3
1632,Super Monkey Ball: Banana Blitz HD,29/10/2019,Platformer,Single-player,,7.3
1633,Saints Row,23/08/2022,Action,Adventure,Open World,7.3
1634,Abyss Odyssey: Extended Dream Edition,28/07/2015,Action,Adventure,Roguelike,7.3
1635,Assetto Corsa,30/08/2016,Racing,Multiplayer,Single-player,7.3
1636,Archangel™,18/07/2017,Action,Simulation,Single-player,7.3
1637,Entwined,09/06/2014,Rhythm,Single-player,,7.3
1638,Nine Parchments,12/12/2017,Action,RPG,Coop,7.3
1639,Minutes,10/02/2015,Action,Single-player,,7.3
1640,Hidden Agenda,24/10/2017,Action,Adventure,Zombie,7.3
1641,Asterix & Obelix XXL 3 - The Crystal Menhir,26/01/2021,Adventure,Beat 'em up,Coop,7.3
1642,Tribes of Midgard,27/07/2021,Action,Adventure,Open World,7.3
1643,Mafia II: Definitive Edition,19/05/2020,Action,Adventure,Open World,7.3
1644,Space Junkies,26/03/2019,Action,Arcade,Battle arena,7.3
1645,Harvest Moon: Light of Hope Special Edition,29/05/2018,RPG,Simulation,Coop,7.3
1646,Twin Mirror,01/12/2020,Adventure,Single-player,,7.3
1647,Black & White Bushido,17/05/2017,Action,Platformer,Coop,7.3
1648,Baja: Edge of Control HD,14/09/2017,Open World,Racing,Local Multiplayer,7.3
1649,The Lost Child,19/06/2018,RPG,Dungeon Crawler,JRPG,7.3
1650,Oceanhorn: Monster of Uncharted Seas,07/09/2016,Action,Adventure,Open World,7.3
1651,Anima: Gate of Memories,07/06/2016,Action,RPG,Single-player,7.3
1652,LEGO Brawls,02/09/2022,Action,Fighting,Multiplayer,7.3
1653,Hellpoint,30/07/2020,Action,Adventure,RPG,7.3
1654,Action Henk,08/03/2016,Platformer,Multiplayer,Single-player,7.3
